sa_id,p_id,brad_date,ch_svc_id,ch_no,ch_nm,prod_id,cw_id,bom_st_dt,bom_fns_dt,bom_prod_nm,대분류,중분류,소분류,브랜드,세분류,productImgUrl,mUrl,originPrice,price,cw_date,선호그룹,메타그룹,카피라이팅,평균,매력성,자연스러움,적합성,길이,종결어미
0,0,2024-02-01,440,032,LOTTE OneTV,4401706750400,4016000,2024-02-01 01:20:00,2024-02-01 01:58:58,"LA갈비 400g*7팩, 총 2.8kg",식품/건강,축산물,쇠고기,LA갈비,없음,https://image2.lotteimall.com/goods/95/34/79/12793495_1.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12793495,75900,"64,510",2024-02-01,삼시세끼,식품,"간편하게 요리, 겨울밤을 닮은 삼시세끼",8.75,9,8,8,10,P
0,0,2024-02-03,440,032,LOTTE OneTV,4401706985660,4016000,2024-02-03 18:41:00,2024-02-03 19:39:58,"소갈비찜 500g*7팩, 총 3.5kg",식품/건강,축산물,축산가공식품,소갈비찜,없음,https://image2.lotteimall.com/goods/81/33/79/12793381_1.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12793381,75900,"74,900",2024-02-01,삼시세끼,식품,"간편하게 요리, 겨울밤을 닮은 삼시세끼",8.75,9,8,8,10,P
0,0,2024-02-03,440,032,LOTTE OneTV,4401706996460,4016000,2024-02-03 21:41:00,2024-02-03 22:39:58,[직] 해운대 암소갈비집 양념갈비 400g*8팩,식품/건강,축산물,쇠고기,해운대 암소갈비집,양념갈비,https://image2.lotteimall.com/goods/19/43/79/12794319_1.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12794319,149000,"148,000",2024-02-01,삼시세끼,식품,"간편하게 요리, 겨울밤을 닮은 삼시세끼",8.75,9,8,8,10,P
0,0,2024-02-04,315,034,W쇼핑,3151707060060,4016000,2024-02-04 15:21:00,2024-02-04 16:21:18,양혜정 뼈없는 국내산 갈비탕 700g*10팩 + 방송중에만 2팩더,식품/건강,축산물,축산가공식품,양혜정 국내산,갈비탕,http://img.w-shopping.co.kr/goods2022/746/78/15978746_p.jpg,https://m.w-shopping.co.kr/display/goods/15978746?mediaCode=OT08,59900,"59,900",2024-02-01,삼시세끼,식품,"간편하게 요리, 겨울밤을 닮은 삼시세끼",8.75,9,8,8,10,P
0,0,2024-02-01,257,036,현대홈쇼핑+샵,2571706809200,4016000,2024-02-01 17:40:00,2024-02-01 18:39:58,셰프 송훈 뼈없는 갈비탕 800g x 10팩,식품/건강,축산물,축산가공식품,셰프 송훈,갈비탕,http://image.hyundaihmall.com/static/9/2/01/39/2139012923_0.jpg,http://m.hyundaihmall.com/front/smItemDetailR.do?pReferCode=dm1&ItemCode=2139012923&utm_source=homemoadata&utm_medium=cps_main&utm_campaign=sale,69900,"69,900",2024-02-01,삼시세끼,식품,"간편하게 요리, 겨울밤을 닮은 삼시세끼",8.75,9,8,8,10,P
0,0,2024-02-03,257,036,현대홈쇼핑+샵,2571706971200,4016000,2024-02-03 14:40:00,2024-02-03 15:39:58,해화당 이영자 뼈없는갈비탕(정) 900g x 6팩(총 5.4kg),식품/건강,축산물,축산가공식품,해화당,이영자 뼈없는갈비탕,http://image.hyundaihmall.com/static/6/3/84/55/2155843619_0.jpg,http://m.hyundaihmall.com/front/smItemDetailR.do?pReferCode=dm1&ItemCode=2155843619&utm_source=homemoadata&utm_medium=cps_main&utm_campaign=sale,49900,"49,900",2024-02-01,삼시세끼,식품,"간편하게 요리, 겨울밤을 닮은 삼시세끼",8.75,9,8,8,10,P
0,0,2024-02-03,270,006,CJ ONSTYLE,2701706929800,4016000,2024-02-03 03:10:00,2024-02-03 05:29:58,[삼부자갈비]양념포갈비 600g x 6팩/3.6kg,식품/건강,축산물,쇠고기,삼부자갈비,양념포갈비,http://itemimage.cjonstyle.net/goods_images/20/155/2025507155L.jpg?timestamp=20240111130240,https://display.cjonstyle.com/m/item/2025507155?infl_cd=I0444&utm_medium=pcs&utm_source=livehomeshopping,150900,"149,900",2024-02-01,삼시세끼,식품,"간편하게 요리, 겨울밤을 닮은 삼시세끼",8.75,9,8,8,10,P
0,0,2024-02-03,310,008,GS SHOP,3101706925600,4016000,2024-02-03 02:00:00,2024-02-03 02:29:58,"KOREA 궁키친 궁키친 이상민 뼈없는 갈비탕 14팩, 얼큰다진양념 5개[무료배송]",식품/건강,축산물,축산가공식품,KOREA,궁키친 얼큰다진양념,https://asset.m-gs.kr/prod/1045531218/1/550,https://m.gsshop.com/alia/aliaGate.gs?media=LLG&gourl=/prd/prd.gs?prdid=1045531218,69900,"69,900",2024-02-01,삼시세끼,식품,"간편하게 요리, 겨울밤을 닮은 삼시세끼",8.75,9,8,8,10,P
0,0,2024-02-03,310,008,GS SHOP,3101706973000,4016000,2024-02-03 15:10:00,2024-02-03 16:14:58,신세계푸드 LA갈비(꽃갈비) 총 4kg(1kg x 4팩),식품/건강,축산물,쇠고기,신세계푸드,LA갈비,https://asset.m-gs.kr/prod/1039389850/1/550,https://m.gsshop.com/alia/aliaGate.gs?media=LLG&gourl=/prd/prd.gs?prdid=1039389850,219800,"219,800",2024-02-01,삼시세끼,식품,"간편하게 요리, 겨울밤을 닮은 삼시세끼",8.75,9,8,8,10,P
1,1,2024-02-03,362,014,홈&쇼핑,3621706988600,4016001,2024-02-03 19:30:00,2024-02-03 20:29:58,(20% 세일)[유현수] 블랙앵거스 LA갈비 400g x 7팩,식품/건강,축산물,쇠고기,유현수 LA갈비,블랙앵거스,http://image.hnsmall.com/images/goods/422/41504422_g.jpg,http://m.hnsmall.com/goods/view/41504422?channel_code=21363&utm_source=OllehPortal&utm_medium=AF&utm_campaign=2CH_None_41504422,87900,"69,900",2024-02-01,삼시세끼,식품,간편하게 즐기는 풍미 겨울밤 삼시세끼,7.5,4,8,8,10,P
1,1,2024-02-01,478,017,SK 스토아,4781706802060,4016001,2024-02-01 15:41:00,2024-02-01 16:40:58,[제주어부] 300g이상 6마리 24토막,식품/건강,수산물,수산가공식품,제주어부,없음,http://imagecdn.skstoa.com/goods/212/35749212_g.jpg,http://m.skstoa.com/display/goods/35749212?orderMedia=62&mediaCode=EP01&mediaTarget=001&utm_source=hsmoa&utm_medium=affiliate&utm_campaign=hsmoaonair,59900,"58,900",2024-02-01,삼시세끼,식품,간편하게 즐기는 풍미 겨울밤 삼시세끼,7.5,4,8,8,10,P
1,1,2024-02-01,478,017,SK 스토아,4781706798460,4016001,2024-02-01 14:41:00,2024-02-01 15:40:58,[다복] 산지직송 나주배 고급형 5kg (5-8과) (금보자기 포함),식품/건강,농산물,과일,다복,산지직송 나주배,http://imagecdn.skstoa.com/goods/662/37349662_g.jpg,http://m.skstoa.com/display/goods/37349662?orderMedia=62&mediaCode=EP01&mediaTarget=001&utm_source=hsmoa&utm_medium=affiliate&utm_campaign=hsmoaonair,36900,"36,900",2024-02-01,삼시세끼,식품,간편하게 즐기는 풍미 겨울밤 삼시세끼,7.5,4,8,8,10,P
1,1,2024-02-03,326,020,신세계쇼핑,3261706981040,4016001,2024-02-03 17:24:00,2024-02-03 18:24:18,[삼성5%할인]청도 씨 없는 반건시 16입(박스당 800g 내외) x 3박스 + 고급보자기,식품/건강,농산물,과일,청도,반건시,http://img.shinsegaetvshopping.com/goods/343/20052343_g_20230828141616.jpg,http://m.shinsegaetvshopping.com/display/detail/20052343?inMediaCode=MC02,67900,"67,900",2024-02-01,삼시세끼,식품,간편하게 즐기는 풍미 겨울밤 삼시세끼,7.5,4,8,8,10,P
1,1,2024-02-01,326,020,신세계쇼핑,3261706805240,4016001,2024-02-01 16:34:00,2024-02-01 17:34:18,[삼성5%할인][24설 특가] 블랙앵거스 LA갈비 원육 1kg x 2팩,식품/건강,축산물,쇠고기,블랙앵거스,LA갈비,http://img.shinsegaetvshopping.com/goods/903/20052903_g_20240105143305.jpg,http://m.shinsegaetvshopping.com/display/detail/20052903?inMediaCode=MC02,79900,"79,900",2024-02-01,삼시세끼,식품,간편하게 즐기는 풍미 겨울밤 삼시세끼,7.5,4,8,8,10,P
1,1,2024-02-02,326,020,신세계쇼핑,3261706895240,4016001,2024-02-02 17:34:00,2024-02-02 18:34:18,[삼성5%할인][제주가마당]산지직송 제주 은갈치 대사이즈 300gX8미(총 32토막),식품/건강,수산물,생선,제주가마당,은갈치,http://img.shinsegaetvshopping.com/goods/399/20038399_g_20221124093202.jpg,http://m.shinsegaetvshopping.com/display/detail/20038399?inMediaCode=MC02,69900,"69,900",2024-02-01,삼시세끼,식품,간편하게 즐기는 풍미 겨울밤 삼시세끼,7.5,4,8,8,10,P
1,1,2024-02-04,326,020,신세계쇼핑,3261707010020,4016001,2024-02-04 01:27:00,2024-02-04 02:27:28,"[삼성5%할인]달아달아 미시마 세척사과(총 5.4kg, 2.7kg X 2박스, 박스당 9-14과, 과당 190-300g)",식품/건강,농산물,과일,달아달아,미시마 세척사과,http://img.shinsegaetvshopping.com/goods/032/20051032_g_20231109154659.jpg,http://m.shinsegaetvshopping.com/display/detail/20051032?inMediaCode=MC02,69900,"69,900",2024-02-01,삼시세끼,식품,간편하게 즐기는 풍미 겨울밤 삼시세끼,7.5,4,8,8,10,P
1,1,2024-02-04,719,022,공영쇼핑,7191707023100,4016001,2024-02-04 05:05:00,2024-02-04 05:59:58,제주옥돔 200g x 6미,식품/건강,수산물,생선,제주옥돔,없음,"https://img.publichs.com/ECMCFO/share/product/23/84/78/16973512.jpg/dims/resize/Q_80,435",https://m.gongyoungshop.kr/gate/selectAliance.do?alcLnkCd=kt&tgUrl=/goods/selectGoodsDetail.do?prdId=11788423,79900,"79,900",2024-02-01,삼시세끼,식품,간편하게 즐기는 풍미 겨울밤 삼시세끼,7.5,4,8,8,10,P
1,1,2024-02-01,231,028,GS MY SHOP,2311706807880,4016001,2024-02-01 17:18:00,2024-02-01 17:37:58,[GAP인증] 다디단 청도반건시 50g*20과 총 2박스 2kg,식품/건강,농산물,과일,다디단,청도반건시,https://asset.m-gs.kr/prod/1045657708/1/550,https://m.gsshop.com/alia/aliaGate.gs?media=LLH&gourl=/prd/prd.gs?prdid=1045657708,59900,"59,900",2024-02-01,삼시세끼,식품,간편하게 즐기는 풍미 겨울밤 삼시세끼,7.5,4,8,8,10,P
1,1,2024-02-01,440,032,LOTTE OneTV,4401706820000,4016001,2024-02-01 20:40:00,2024-02-01 21:38:58,빅마마 이혜정의 아주 맛있는 LA갈비 400g*7팩,식품/건강,축산물,쇠고기,이혜정의,LA갈비,https://image2.lotteimall.com/goods/11/27/79/12792711_1.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12792711,89900,"88,900",2024-02-01,삼시세끼,식품,간편하게 즐기는 풍미 겨울밤 삼시세끼,7.5,4,8,8,10,P
1,1,2024-02-01,440,032,LOTTE OneTV,4401706750400,4016001,2024-02-01 01:20:00,2024-02-01 01:58:58,"LA갈비 400g*7팩, 총 2.8kg",식품/건강,축산물,쇠고기,LA갈비,없음,https://image2.lotteimall.com/goods/95/34/79/12793495_1.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12793495,75900,"64,510",2024-02-01,삼시세끼,식품,간편하게 즐기는 풍미 겨울밤 삼시세끼,7.5,4,8,8,10,P
1,1,2024-02-02,257,036,현대홈쇼핑+샵,2571706874000,4016001,2024-02-02 11:40:00,2024-02-02 12:39:58,제주家마당 제주 참굴비 100g 11미,식품/건강,수산물,수산가공식품,제주家마당,제주 참굴비,http://image.hyundaihmall.com/static/4/0/42/04/2204420497_0.jpg,http://m.hyundaihmall.com/front/smItemDetailR.do?pReferCode=dm1&ItemCode=2204420497&utm_source=homemoadata&utm_medium=cps_main&utm_campaign=sale,69900,"69,900",2024-02-01,삼시세끼,식품,간편하게 즐기는 풍미 겨울밤 삼시세끼,7.5,4,8,8,10,P
1,1,2024-02-04,223,038,CJ ONSTYLE+,2231707065100,4016001,2024-02-04 16:45:00,2024-02-04 17:44:58,한원 가든 블랙앵거스 LA갈비 1kgx4팩,식품/건강,축산물,쇠고기,한원 가든,블랙앵거스 LA갈비,http://itemimage.cjonstyle.net/goods_images/20/502/2009671502L.jpg?timestamp=20221205170051,https://display.cjonstyle.com/m/item/2009671502?infl_cd=I0959&utm_medium=pcs&utm_source=livehomeshopping&channelCode=30002002,160900,"155,900",2024-02-01,삼시세끼,식품,간편하게 즐기는 풍미 겨울밤 삼시세끼,7.5,4,8,8,10,P
1,1,2024-02-01,223,038,CJ ONSTYLE+,2231706796900,4016001,2024-02-01 14:15:00,2024-02-01 14:44:58,황토방 청도 반건시 1+1 총 48과(과당 50g이상)/2.4kg이상,식품/건강,농산물,과일,황토방,반건시,http://itemimage.cjonstyle.net/goods_images/20/134/2019321134L.jpg?timestamp=20230808135039,https://display.cjonstyle.com/m/item/2019321134?infl_cd=I0959&utm_medium=pcs&utm_source=livehomeshopping&channelCode=30002002,65900,"64,900",2024-02-01,삼시세끼,식품,간편하게 즐기는 풍미 겨울밤 삼시세끼,7.5,4,8,8,10,P
1,1,2024-02-02,323,004,롯데홈쇼핑,3231706887800,4016001,2024-02-02 15:30:00,2024-02-02 16:29:58,"제주 레드향 2kgx2박스, 총 4kg",식품/건강,수산물,생선,제주,레드향,https://image2.lotteimall.com/goods/85/52/79/12795285_1.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12795285,56900,"55,900",2024-02-01,삼시세끼,식품,간편하게 즐기는 풍미 겨울밤 삼시세끼,7.5,4,8,8,10,P
1,1,2024-02-01,323,004,롯데홈쇼핑,3231706801400,4016001,2024-02-01 15:30:00,2024-02-01 15:59:58,제주 특대 옥돔200g 6미,식품/건강,수산물,생선,제주 옥돔,없음,https://image2.lotteimall.com/goods/29/46/75/12754629_1.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12754629,73900,"72,900",2024-02-01,삼시세끼,식품,간편하게 즐기는 풍미 겨울밤 삼시세끼,7.5,4,8,8,10,P
1,1,2024-02-02,486,042,NS Shop+,4861706899320,4016001,2024-02-02 18:42:00,2024-02-02 19:01:58,제주오리진 옥돔 130gX8미,식품/건강,수산물,생선,제주오리진,옥돔,http://product-image.prod-nsmall.com/itemimg3/33/393/33841393_S.jpg,http://mw.nsmall.com/gate.html?co_cd=182&target=/product/33841393,59900,"56,900",2024-02-01,삼시세끼,식품,간편하게 즐기는 풍미 겨울밤 삼시세끼,7.5,4,8,8,10,P
1,1,2024-02-04,486,042,NS Shop+,4861707026460,4016001,2024-02-04 06:01:00,2024-02-04 06:20:58,황금반건시 60gX30과 선물세트,식품/건강,농산물,과일,없음,황금반건시,http://product-image.prod-nsmall.com/itemimg1/33/191/33849191_S.jpg,http://mw.nsmall.com/gate.html?co_cd=182&target=/product/33849191,44900,"44,900",2024-02-01,삼시세끼,식품,간편하게 즐기는 풍미 겨울밤 삼시세끼,7.5,4,8,8,10,P
1,1,2024-02-03,270,006,CJ ONSTYLE,2701706938200,4016001,2024-02-03 05:30:00,2024-02-03 05:59:58,자연산반건조민어,식품/건강,수산물,생선,자연산,민어,http://itemimage.cjonstyle.net/goods_images/20/750/2016940750L.jpg?timestamp=20230612140351,https://display.cjonstyle.com/m/item/2016940750?infl_cd=I0444&utm_medium=pcs&utm_source=livehomeshopping,59900,"59,900",2024-02-01,삼시세끼,식품,간편하게 즐기는 풍미 겨울밤 삼시세끼,7.5,4,8,8,10,P
2,2,2024-02-02,395,012,KT알파 쇼핑,3951706851740,4014000,2024-02-02 05:29:00,2024-02-02 06:28:58,[초이스유어사이즈] (75A~100B까지) 초특가!프리미엄 맥시 보정 브라팬티 8종,잡화,언더웨어,여성브라/팬티/속옷,초이스유어사이즈,브라팬티,http://imgs.kshop.co.kr//d2/product/emc/202312/28/81/067/2881067_550_20231228161954.jpg,http://m.kshop.co.kr/display/mc/product/2881067?with_code=000004&utm_source=hsmoa_ep&utm_medium=cps&utm_campaign=prd_01_%EC%9D%98%EB%A5%98%2F%EC%96%B8%EB%8D%94%EC%9B%A8%EC%96%B4_2881067&utm_content=mo_schedule,59900,"53,910",2024-02-01,언더웨어,언더웨어,"고급스러운 언더웨어, 스타일리시한 보온성",8.75,9,8,8,10,P
2,2,2024-02-02,362,014,홈&쇼핑,3621706848920,4014000,2024-02-02 04:42:00,2024-02-02 05:11:58,[10%할인][크로커다일](59차) 올레이스 브라팬티 플로럴판타지 컬렉션,잡화,언더웨어,여성브라/팬티/속옷,크로커다일,브라팬티,http://image.hnsmall.com/images/goods/000/33974000_g.jpg,http://m.hnsmall.com/goods/view/33974000?channel_code=21363&utm_source=OllehPortal&utm_medium=AF&utm_campaign=TV_Underwear_33974000,99900,"99,900",2024-02-01,언더웨어,언더웨어,"고급스러운 언더웨어, 스타일리시한 보온성",8.75,9,8,8,10,P
2,2,2024-02-03,478,017,SK 스토아,4781706974860,4014000,2024-02-03 15:41:00,2024-02-03 16:40:58,[푸마] (방송에서만 이 가격)(7세트) 라이크라 풀커버 브라팬티 패키지(브라 7종+팬티 7종),잡화,언더웨어,여성브라/팬티/속옷,푸마,브라팬티,http://imagecdn.skstoa.com/goods/628/37560628_g.jpg,http://m.skstoa.com/display/goods/37560628?orderMedia=62&mediaCode=EP01&mediaTarget=001&utm_source=hsmoa&utm_medium=affiliate&utm_campaign=hsmoaonair,89900,"73,620",2024-02-01,언더웨어,언더웨어,"고급스러운 언더웨어, 스타일리시한 보온성",8.75,9,8,8,10,P
2,2,2024-02-01,308,002,NS홈쇼핑,3081706812500,4014000,2024-02-01 18:35:00,2024-02-01 19:29:58,스마일리월드 여행용 캐리어 9종 세트+(상품평시)백팩,잡화,여행가방,캐리어,없음,캐리어,http://product-image.prod-nsmall.com/itemimg9/33/319/33930319_S.jpg,http://mw.nsmall.com/gate.html?co_cd=181&target=/product/33930319,229000,"209,000",2024-02-01,언더웨어,언더웨어,"고급스러운 언더웨어, 스타일리시한 보온성",8.75,9,8,8,10,P
2,2,2024-02-03,231,028,GS MY SHOP,2311706981880,4014000,2024-02-03 17:38:00,2024-02-03 18:37:58,[5만원 특가] 원더브라 퍼펙트 노와이어 프리컷 브라팬티 15종,잡화,언더웨어,여성브라/팬티/속옷,원더브라,브라팬티,https://asset.m-gs.kr/prod/1042097345/1/550,https://m.gsshop.com/alia/aliaGate.gs?media=LLH&gourl=/prd/prd.gs?prdid=1042097345,119900,"119,900",2024-02-01,언더웨어,언더웨어,"고급스러운 언더웨어, 스타일리시한 보온성",8.75,9,8,8,10,P
2,2,2024-02-04,231,028,GS MY SHOP,2311707082680,4014000,2024-02-04 21:38:00,2024-02-04 22:37:58,[70A포함][특가]리바이스 프레시핏 시즌3 브라팬티6세트+팬티6종,잡화,언더웨어,여성브라/팬티/속옷,리바이스,브라팬티,https://asset.m-gs.kr/prod/1044016683/1/550,https://m.gsshop.com/alia/aliaGate.gs?media=LLH&gourl=/prd/prd.gs?prdid=1044016683,149900,"149,900",2024-02-01,언더웨어,언더웨어,"고급스러운 언더웨어, 스타일리시한 보온성",8.75,9,8,8,10,P
2,2,2024-02-03,231,028,GS MY SHOP,2311706992680,4014000,2024-02-03 20:38:00,2024-02-03 21:37:58,[어깨끈조절가능]비비안 텐셀 패키지 브라팬티 7세트+팬티5종,잡화,언더웨어,여성브라/팬티/속옷,비비안,브라팬티,https://asset.m-gs.kr/prod/1045967072/1/550,https://m.gsshop.com/alia/aliaGate.gs?media=LLH&gourl=/prd/prd.gs?prdid=1045967072,179900,"169,900",2024-02-01,언더웨어,언더웨어,"고급스러운 언더웨어, 스타일리시한 보온성",8.75,9,8,8,10,P
2,2,2024-02-02,231,028,GS MY SHOP,2311706850240,4014000,2024-02-02 05:04:00,2024-02-02 05:08:58,[24NEW]FILA 휠라 3-STEP 시그니처 브라팬티 5세트+팬티5종,잡화,언더웨어,여성브라/팬티/속옷,FILA,브라팬티,https://asset.m-gs.kr/prod/1046927401/1/550,https://m.gsshop.com/alia/aliaGate.gs?media=LLH&gourl=/prd/prd.gs?prdid=1046927401,149900,"149,900",2024-02-01,언더웨어,언더웨어,"고급스러운 언더웨어, 스타일리시한 보온성",8.75,9,8,8,10,P
2,2,2024-02-03,440,032,LOTTE OneTV,4401706931000,4014000,2024-02-03 03:30:00,2024-02-03 03:48:58,레이스 보정 브라팬티 12종 (브라팬티 4SET+세컨팬티 4종),잡화,언더웨어,여성브라/팬티/속옷,없음,브라팬티,https://image2.lotteimall.com/goods/34/05/77/12770534_1.jpg,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=183671&chl_dtl_no=2605020&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12770534,104900,"104,900",2024-02-01,언더웨어,언더웨어,"고급스러운 언더웨어, 스타일리시한 보온성",8.75,9,8,8,10,P
